"title","volume","ISSN","url","DOI","number","journal","publisher","author","year","month","pages","key","entry","V1","editor","ISBN","booktitle","series","collection","doi","keywords","place","abstractNote"
"Ecological Impacts of the Construction of Dams in an Estuary","18","1996-9732","http://dx.doi.org/10.2166/wst.1986.0194","10.2166/wst.1986.0194","4–5","Water Science and Technology","IWA Publishing","Leentvaar, J. and Nijboer, S. M.","1986","apr","181–191","Leentvaar_1986","article","10.2166/wst.1986.0194",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Der Quality Status Report (QSR) für Region 7a","44","1616-7228","http://dx.doi.org/10.1007/BF02231721","10.1007/bf02231721","5–6","Deutsche Hydrographische Zeitschrift","Springer Science and Business Media LLC","Salchow, Roland","1991","sep","363–382","Salchow_1991","article","10.1007/BF02231721",NA,NA,NA,NA,NA,NA,NA,NA,NA
"European land-based pollutant loads to the North Sea: an analysis of the Paris Commission data and review of monitoring strategies","194–195","0048-9697","http://dx.doi.org/10.1016/S0048-9697(96)05352-1","10.1016/s0048-9697(96)05352-1",NA,"Science of The Total Environment","Elsevier BV","Jarvie, Helen P. and Neal, Colin and Tappin, Alan D.","1997","feb","39–58","Jarvie_1997","article","10.1016/S0048-9697(96)05352-1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Geographic variations in tumor prevalence among marine fish populations","20","1097-0215","http://dx.doi.org/10.1002/ijc.2910200518","10.1002/ijc.2910200518","5","International Journal of Cancer","Wiley","Stich, H. F. and Acton, A. B. and Dunn, B. P. and Oishi, K. and Yamazaki, F. and Harada, T. and Peters, G. and Peters, N.","1977","nov","780–791","Stich_1977","article","10.1002/ijc.2910200518",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Towards an integrated forecasting system for pelagic fisheries",NA,NA,"http://dx.doi.org/10.5194/osd-9-1437-2012","10.5194/osd-9-1437-2012",NA,NA,"Copernicus GmbH","Christensen, A. and Butenschön, M. and Gürkan, Z. and Allen, I. J.","2012","mar",NA,"Christensen_2012","article","10.5194/osd-9-1437-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The oxygen dynamics of the Oyster Ground, North Sea. Impact of eutrophication and environmental conditions","42","0078-5326","http://dx.doi.org/10.1080/00785326.1995.10431508","10.1080/00785326.1995.10431508","1","Ophelia","Informa UK Limited","Peeters, J. C. H. and Los, F. J. and Jansen, R. and Haas, H. A. and Peperzak, L. and de Vries, I.","1995","sep","257–288","Peeters_1995","article","10.1080/00785326.1995.10431508",NA,NA,NA,NA,NA,NA,NA,NA,NA
"A Comparison of the Ecological Risks from Fisheries and Pollution to the North Sea Biota","24","1996-9732","http://dx.doi.org/10.2166/wst.1991.0286","10.2166/wst.1991.0286","10","Water Science and Technology","IWA Publishing","Turkstra, E. and Scholten, M. C. Th. and Bowmer, C. T. and Schobben, H. P. M.","1991","nov","147–153","Turkstra_1991","article","10.2166/wst.1991.0286",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The consumption of zooplankton by early life stages of fish in the North Sea","64","1054-3139","http://dx.doi.org/10.1093/icesjms/fsm156","10.1093/icesjms/fsm156","9","ICES Journal of Marine Science","Oxford University Press (OUP)","Heath, Michael R.","2007","dec","1650–1663","Heath_2007","article","10.1093/icesjms/fsm156",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quantitative Transfer of Escherichia coli O157:H7 to Equipment during Small-Scale Production of Fresh-Cut Leafy Greens","75","0362-028X","http://dx.doi.org/10.4315/0362-028X.JFP-11-489","10.4315/0362-028x.jfp-11-489","7","Journal of Food Protection","Elsevier BV","Buchholz, Annemarie L. and Davidson, Gordon R. and Marks, Bradley P. and Todd, Ewen C.D. and Ryser, Elliot T.","2012","jul","1184–1197","Buchholz_2012","article","10.4315/0362-028X.JFP-11-489",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Time-series data for a selection of forty fish species caught during the International Bottom Trawl Survey","53","1054-3139","http://dx.doi.org/10.1006/jmsc.1996.0134","10.1006/jmsc.1996.0134","6","ICES Journal of Marine Science","Oxford University Press (OUP)","Heessen, H","1996","dec","1079–1084","Heessen_1996","article","10.1006/jmsc.1996.0134",NA,NA,NA,NA,NA,NA,NA,NA,NA
"look up","27","0749-0208","http://dx.doi.org/10.2112/10A-00003.1","10.2112/10a-00003.1","4","Journal of Coastal Research","Coastal Education and Research Foundation",NA,"2010","jun","746","2010","article","10.2112/10A-00003.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The exploitation of Norwegian oil and gas","8","0301-4215","http://dx.doi.org/10.1016/0301-4215(80)90007-5","10.1016/0301-4215(80)90007-5","2","Energy Policy","Elsevier BV","Ager-Hanssen, Henrik","1980","jun","153–164","Ager_Hanssen_1980","article","10.1016/0301-4215(80)90007-5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biological effects and physical properties in the marine environment of aliphatic chlorinated by-products from vinyl chloride production","6","0043-1354","http://dx.doi.org/10.1016/0043-1354(72)90018-8","10.1016/0043-1354(72)90018-8","10","Water Research","Elsevier BV","Jernelöv, Arne and Rosenberg, Rutger and Jensen, Sören","1972","oct","1181–1191","Jernel_v_1972","article","10.1016/0043-1354(72)90018-8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guidelines for Cleaning/Disinfection in Chamber Systems Used in Operational Saturation Diving",NA,NA,"http://dx.doi.org/10.2118/23234-ms","10.2118/23234-ms",NA,NA,"SPE","Ahlen, C. and Leinan, I. and Berg, M.","1991","nov",NA,"Ahlen_1991","inproceedings","10.2118/23234-ms",NA,NA,"All Days","91HSE","91HSE",NA,NA,NA,NA
"Factors Affecting Turbidity in the Southern North Sea","32","1095-9289","http://dx.doi.org/10.1093/icesjms/32.3.291","10.1093/icesjms/32.3.291","3","ICES Journal of Marine Science","Oxford University Press (OUP)","Lee, A. J. and Folkard, A. R.","1969","apr","291–302","Lee_1969","article","10.1093/icesjms/32.3.291",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Measurement of Volatile Organic Compounds in Sediments of the Scheldt Estuary and the Southern North Sea","35","0043-1354","http://dx.doi.org/10.1016/S0043-1354(00)00410-3","10.1016/s0043-1354(00)00410-3","6","Water Research","Elsevier BV","Roose, Patrick and Dewulf, Jo and Brinkman, Udo A.Th and Langenhove, Herman Van","2001","apr","1478–1488","Roose_2001","article","10.1016/S0043-1354(00)00410-3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"look up","37","0273-1223","http://dx.doi.org/10.1016/S0273-1223(98)00053-5","10.1016/s0273-1223(98)00053-5","3","Water Science and Technology","IWA Publishing",NA,"1998",NA,NA,"1998","article","10.1016/S0273-1223(98)00053-5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long-term changes in the macrozoobenthos around the rocky island of Helgoland (German Bight, North Sea)","58","1438-3888","http://dx.doi.org/10.1007/s10152-004-0193-3","10.1007/s10152-004-0193-3","4","Helgoland Marine Research","Springer Science and Business Media LLC","Franke, Heinz-Dieter and Gutow, Lars","2004","oct","303–310","Franke_2004","article","10.1007/s10152-004-0193-3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Discards composition from Iberian trawl fleets","53","0308-597X","http://dx.doi.org/10.1016/j.marpol.2014.10.012","10.1016/j.marpol.2014.10.012",NA,"Marine Policy","Elsevier BV","Cláudia Fernandes, Ana and Pérez, Nélida and Prista, Nuno and Santos, Juan and Azevedo, Manuela","2015","mar","33–44","Cl_udia_Fernandes_2015","article","10.1016/j.marpol.2014.10.012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"look up","42","0343-2521","http://dx.doi.org/10.1023/A:1006800924267","10.1023/a:1006800924267","1","GeoJournal","Springer Science and Business Media LLC","Odell, Peter R.","1997",NA,"17–26","Odell_1997","article","10.1023/A:1006800924267",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Disturbance of intertidal soft-sediment benthic communities by cockle hand raking","45","1385-1101","http://dx.doi.org/10.1016/S1385-1101(01)00052-1","10.1016/s1385-1101(01)00052-1","2","Journal of Sea Research","Elsevier BV","Kaiser, M.J and Broad, G and Hall, S.J","2001","may","119–130","Kaiser_2001","article","10.1016/S1385-1101(01)00052-1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"An Estuarine Biodiversity Hot-Spot","76","1469-7769","http://dx.doi.org/10.1017/S002531540002909X","10.1017/s002531540002909x","1","Journal of the Marine Biological Association of the United Kingdom","Cambridge University Press (CUP)","Attrill, Martin J. and Ramsay, Paul M. and Thomas, R. Myles and Trett, Marcus W.","1996","feb","161–175","Attrill_1996","article","10.1017/S002531540002909X",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Understanding the impact of invasive crayfish",NA,NA,"http://dx.doi.org/10.1007/978-1-4020-6029-8_28","10.1007/978-1-4020-6029-8_28",NA,NA,"Springer Netherlands","Gherardi, Francesca",NA,NA,"507–542","Gherardi","inbook","10.1007/978-1-4020-6029-8_28",NA,"9781402060281","Invading Nature - Springer Series In Invasion Ecology",NA,NA,NA,NA,NA,NA
"Global imprint of climate change on marine life","3","1758-6798","http://dx.doi.org/10.1038/nclimate1958","10.1038/nclimate1958","10","Nature Climate Change","Springer Science and Business Media LLC","Poloczanska, Elvira S. and Brown, Christopher J. and Sydeman, William J. and Kiessling, Wolfgang and Schoeman, David S. and Moore, Pippa J. and Brander, Keith and Bruno, John F. and Buckley, Lauren B. and Burrows, Michael T. and Duarte, Carlos M. and Halpern, Benjamin S. and Holding, Johnna and Kappel, Carrie V. and O’Connor, Mary I. and Pandolfi, John M. and Parmesan, Camille and Schwing, Franklin and Thompson, Sarah Ann and Richardson, Anthony J.","2013","aug","919–925","Poloczanska_2013","article","10.1038/nclimate1958",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanitation in self-service automatic washers","33","1098-5336","http://dx.doi.org/10.1128/aem.33.1.74-78.1977","10.1128/aem.33.1.74-78.1977","1","Applied and Environmental Microbiology","American Society for Microbiology","Buford, L E and Pickett, M S and Hartman, P A","1977","jan","74–78","Buford_1977","article","10.1128/aem.33.1.74-78.1977",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myths and Realities about Petroleum-Related Development: Lessons for British Columbia from Atlantic Canada and the North Sea","37","1911-0251","http://dx.doi.org/10.3138/jcs.37.4.9","10.3138/jcs.37.4.9","4","Journal of Canadian Studies","University of Toronto Press Inc. (UTPress)","House, J.D.","2003","jan","9–32","House_2003","article","10.3138/jcs.37.4.9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oil spillages affecting seabirds in the United Kingdom, 1966–1983","15","0025-326X","http://dx.doi.org/10.1016/0025-326x(84)90236-4","10.1016/0025-326x(84)90236-4","4","Marine Pollution Bulletin","Elsevier BV","Stowe, T.J and Underwood, L.A","1984","apr","147–152","Stowe_1984","article","10.1016/0025-326x(84)90236-4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Continuous plankton records: seasonal variations in the distribution and abundance of plankton in the North Atlantic Ocean and the North Sea","4","1464-3774","http://dx.doi.org/10.1093/plankt/4.3.435","10.1093/plankt/4.3.435","3","Journal of Plankton Research","Oxford University Press (OUP)","Colebrook, J.M.","1982",NA,"435–462","Colebrook_1982","article","10.1093/plankt/4.3.435",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long-term changes in macrozoobenthic abundance on the tidal flats of the western part of the Dutch Wadden Sea","43","1438-3888","http://dx.doi.org/10.1007/BF02365900","10.1007/bf02365900","3–4","Helgoländer Meeresuntersuchungen","Springer Science and Business Media LLC","Beukema, J. J.","1989","sep","405–415","Beukema_1989","article","10.1007/BF02365900",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Effect of age on liver pathology and other diseases in flatfish: implications for assessment of marine ecological health status","411","1616-1599","http://dx.doi.org/10.3354/meps08693","10.3354/meps08693",NA,"Marine Ecology Progress Series","Inter-Research Science Center","Stentiford, GD and Bignell, JP and Lyons, BP and Thain, JE and Feist, SW","2010","jul","215–230","Stentiford_2010","article","10.3354/meps08693",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Density of wintering sand eel in the sand recorded by grab catches","49","0165-7836","http://dx.doi.org/10.1016/S0165-7836(00)00213-7","10.1016/s0165-7836(00)00213-7","3","Fisheries Research","Elsevier BV","Høines, Å.S and Bergstad, O.A","2001","jan","295–301","H_ines_2001","article","10.1016/S0165-7836(00)00213-7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deep crustal structure of the northern North Sea Viking Graben: results from deep reflection seismic and gravity data","178","0040-1951","http://dx.doi.org/10.1016/0040-1951(90)90150-7","10.1016/0040-1951(90)90150-7","2–4","Tectonophysics","Elsevier BV","Fichler, C. and Hospers, J.","1990","jun","241–254","Fichler_1990","article","10.1016/0040-1951(90)90150-7",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Determining sea level change in the German Bight","61","1616-7228","http://dx.doi.org/10.1007/s10236-011-0462-z","10.1007/s10236-011-0462-z","12","Ocean Dynamics","Springer Science and Business Media LLC","Albrecht, Frauke and Wahl, Thomas and Jensen, Jürgen and Weisse, Ralf","2011","jul","2037–2050","Albrecht_2011","article","10.1007/s10236-011-0462-z",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Immediate ecotoxicological effects of short-lived oil spills on marine biota","7","2041-1723","http://dx.doi.org/10.1038/ncomms11206","10.1038/ncomms11206","1","Nature Communications","Springer Science and Business Media LLC","Brussaard, Corina P. D. and Peperzak, Louis and Beggah, Siham and Wick, Lukas Y. and Wuerz, Birgit and Weber, Jan and Samuel Arey, J. and van der Burg, Bart and Jonas, Arjen and Huisman, Johannes and van der Meer, Jan Roelof","2016","apr",NA,"Brussaard_2016","article","10.1038/ncomms11206",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thermal dynamics of ovarian maturation in Atlantic cod (Gadus morhua)","67","1205-7533","http://dx.doi.org/10.1139/f10-011","10.1139/f10-011","4","Canadian Journal of Fisheries and Aquatic Sciences","Canadian Science Publishing","Kjesbu, Olav Sigurd and Righton, David and Krüger-Johnsen, Maria and Thorsen, Anders and Michalsen, Kathrine and Fonn, Merete and Witthames, Peter R.","2010","apr","605–625","Kjesbu_2010","article","10.1139/f10-011","Marshall, C. Tara",NA,NA,NA,NA,NA,NA,NA,NA
"Marine biological shifts and climate","281","1471-2954","http://dx.doi.org/10.1098/rspb.2013.3350","10.1098/rspb.2013.3350","1783","Proceedings of the Royal Society B: Biological Sciences","The Royal Society","Beaugrand, Grégory and Goberville, Eric and Luczak, Christophe and Kirby, Richard R","2014","may","20133350","Beaugrand_2014","article","10.1098/rspb.2013.3350",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Towards a merged satellite and in situ fluorescence ocean chlorophyll product","9","1726-4189","http://dx.doi.org/10.5194/bg-9-2111-2012","10.5194/bg-9-2111-2012","6","Biogeosciences","Copernicus GmbH","Lavigne, H. and D’Ortenzio, F. and Claustre, H. and Poteau, A.","2012","jun","2111–2125","Lavigne_2012","article","10.5194/bg-9-2111-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Individual migratory schedules and wintering areas of northern gannets","391","1616-1599","http://dx.doi.org/10.3354/meps08254","10.3354/meps08254",NA,"Marine Ecology Progress Series","Inter-Research Science Center","Kubetzki, U and Garthe, S and Fifield, D and Mendel, B and Furness, RW","2009","sep","257–265","Kubetzki_2009","article","10.3354/meps08254",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evaluating External Contamination of Polybrominated Diphenyl Ethers in Human Hair: Clinical and Research Implications","37","0163-4356","http://dx.doi.org/10.1097/FTD.0000000000000137","10.1097/ftd.0000000000000137","2","Therapeutic Drug Monitoring","Ovid Technologies (Wolters Kluwer Health)","Poon, Shirley and Aleksa, Katarina and Carnevale, Amanda and Kapur, Bhushan and Goodyer, Cindy and Koren, Gideon","2015","apr","270–274","Poon_2015","article","10.1097/FTD.0000000000000137",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Inventory of managed aquifer recharge sites in Europe: historical development, current situation and perspectives","25","1435-0157","http://dx.doi.org/10.1007/s10040-017-1554-8","10.1007/s10040-017-1554-8","6","Hydrogeology Journal","Springer Science and Business Media LLC","Sprenger, C. and Hartog, N. and Hernández, M. and Vilanova, E. and Grützmacher, G. and Scheibler, F. and Hannappel, S.","2017","mar","1909–1922","Sprenger_2017","article","10.1007/s10040-017-1554-8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ecosystem oceanography for global change in fisheries","23","0169-5347","http://dx.doi.org/10.1016/j.tree.2008.02.005","10.1016/j.tree.2008.02.005","6","Trends in Ecology &amp; Evolution","Elsevier BV","CURY, P and SHIN, Y and PLANQUE, B and DURANT, J and FROMENTIN, J and KRAMERSCHADT, S and STENSETH, N and TRAVERS, M and GRIMM, V","2008","jun","338–346","CURY_2008","article","10.1016/j.tree.2008.02.005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Emissions of heavy metals into river basins of Germany","47","1996-9732","http://dx.doi.org/10.2166/wst.2003.0696","10.2166/wst.2003.0696","7–8","Water Science and Technology","IWA Publishing","Scherer, U. and Fuchs, S. and Behrendt, H. and Hillenbrand, T.","2003","apr","251–257","Scherer_2003","article","10.2166/wst.2003.0696",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Continuous plankton records: Changes in the plankton of the North Sea and its eutrophic southern bight from 1948 to 1975","11","0077-7579","http://dx.doi.org/10.1016/0077-7579(77)90014-x","10.1016/0077-7579(77)90014-x","3–4","Netherlands Journal of Sea Research","Elsevier BV","Gieskes, W.W.C. and Kraay, G.W.","1977","dec","334–364","Gieskes_1977","article","10.1016/0077-7579(77)90014-x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adsorption and elution of trace elements on human hair","17","0020-708X","http://dx.doi.org/10.1016/0020-708X(66)90068-8","10.1016/0020-708x(66)90068-8","7","The International Journal of Applied Radiation and Isotopes","Elsevier BV","Bate, L.C.","1966","jul","417–423","Bate_1966","article","10.1016/0020-708X(66)90068-8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The sensitivity of MEdium Resolution Imaging Spectrometer (MERIS) for detecting chlorophyll and seston dry weight in coastal and inland waters",NA,NA,"http://dx.doi.org/10.1109/igarss.1998.702846","10.1109/igarss.1998.702846",NA,NA,"IEEE","Hoogenboom, H.J. and Dekker, A.G.","1998",NA,NA,"Hoogenboom_1998","inproceedings","10.1109/igarss.1998.702846",NA,NA,"IGARSS ’98. Sensing and Managing the Environment. 1998 IEEE International Geoscience and Remote Sensing. Symposium Proceedings. (Cat. No.98CH36174)",NA,NA,NA,NA,NA,NA
"Regime shifts in marine ecosystems of the North Sea and Wadden Sea","298","1616-1599","http://dx.doi.org/10.3354/meps298021","10.3354/meps298021",NA,"Marine Ecology Progress Series","Inter-Research Science Center","Weijerman, M and Lindeboom, H and Zuur, AF","2005",NA,"21–39","Weijerman_2005","article","10.3354/meps298021",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benthos distribution modelling and its relevance for marine ecosystem management","72","1054-3139","http://dx.doi.org/10.1093/icesjms/fsu107","10.1093/icesjms/fsu107","2","ICES Journal of Marine Science","Oxford University Press (OUP)","Reiss, Henning and Birchenough, Silvana and Borja, Angel and Buhl-Mortensen, Lene and Craeymeersch, Johan and Dannheim, Jennifer and Darr, Alexander and Galparsoro, Ibon and Gogina, Mayya and Neumann, Hermann and Populus, Jacques and Rengstorf, Anna M. and Valle, Mireia and van Hoey, Gert and Zettler, Michael L. and Degraer, Steven","2014","jun","297–315","Reiss_2014","article","10.1093/icesjms/fsu107",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Seagrass recovery in the Northern Wadden Sea?","62","1438-3888","http://dx.doi.org/10.1007/s10152-007-0088-1","10.1007/s10152-007-0088-1","1","Helgoland Marine Research","Springer Science and Business Media LLC","Reise, Karsten and Kohlus, Jörn","2007","nov","77–84","Reise_2007","article","10.1007/s10152-007-0088-1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macrozoobenthos on an intertidal mudflat in the Danish Wadden Sea: Comparisons of surveys made in the 1930s, 1940s and 1980s","46","1438-3888","http://dx.doi.org/10.1007/BF02367204","10.1007/bf02367204","4","Helgoländer Meeresuntersuchungen","Springer Science and Business Media LLC","Jensen, K. Thomas","1992","dec","363–376","Jensen_1992","article","10.1007/BF02367204",NA,NA,NA,NA,NA,NA,NA,NA,NA
"The occurrence of organochlorine residues in rainwater","9","1573-2932","http://dx.doi.org/10.1007/BF00280675","10.1007/bf00280675","3","Water, Air, and Soil Pollution","Springer Science and Business Media LLC","Wells, David E. and Johnstone, Samuel J.","1978","apr","271–280","Wells_1978","article","10.1007/BF00280675",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Springtime microprotozoan abundance and biomass in the southeastern Bering Sea and Shelik of Strait, Alaska","18","1464-3774","http://dx.doi.org/10.1093/plankt/18.5.731","10.1093/plankt/18.5.731","5","Journal of Plankton Research","Oxford University Press (OUP)","Howell-Kübler, Alexis N. and Lessard, Evelyn J. and Napp, Jeffrey M.","1996",NA,"731–745","Howell_K_bler_1996","article","10.1093/plankt/18.5.731",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harmful algal blooms and climate change: exploring future distribution changes","75","1095-9289","http://dx.doi.org/10.1093/icesjms/fsy113","10.1093/icesjms/fsy113","6","ICES Journal of Marine Science","Oxford University Press (OUP)","Townhill, Bryony L and Tinker, Jonathan and Jones, Miranda and Pitois, Sophie and Creach, Veronique and Simpson, Stephen D and Dye, Stephen and Bear, Elizabeth and Pinnegar, John K","2018","sep","1882–1893","Townhill_2018","article","10.1093/icesjms/fsy113","Ji, Rubao",NA,NA,NA,NA,NA,NA,NA,NA
"Integrating spatial indicators in the surveillance of exploited marine ecosystems","13","1932-6203","http://dx.doi.org/10.1371/journal.pone.0207538","10.1371/journal.pone.0207538","11","PLOS ONE","Public Library of Science (PLoS)","Rufino, Marta Mega and Bez, Nicolas and Brind’Amour, Anik","2018","nov","e0207538","Rufino_2018","article","10.1371/journal.pone.0207538","Belgrano, Andrea",NA,NA,NA,NA,NA,NA,NA,NA
"Importance of Compaction in Depressurisation of Oil Reservoirs",NA,NA,"http://dx.doi.org/10.2118/77968-ms","10.2118/77968-ms",NA,NA,"SPE","Tehrani, A.D.H. and Smart, B.G.D. and Shwishin, N.M.M.","2002","oct",NA,"Tehrani_2002","inproceedings","10.2118/77968-ms",NA,NA,"All Days","02APOGCE","02APOGCE",NA,NA,NA,NA
"Optimal management of multi-species north sea fishery resources","119","1610-2886","http://dx.doi.org/10.1007/BF02708175","10.1007/bf02708175","1","Weltwirtschaftliches Archiv","Springer Science and Business Media LLC","Kim, Chungsoo","1983","mar","138–151","Kim_1983","article","10.1007/BF02708175",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marine quality assessment by use of benthic species-abundance distributions: a proposed new protocol within the European Union Water Framework Directive","49","0025-326X","http://dx.doi.org/10.1016/j.marpolbul.2004.05.013","10.1016/j.marpolbul.2004.05.013","9–10","Marine Pollution Bulletin","Elsevier BV","Rosenberg, Rutger and Blomqvist, Mats and C Nilsson, Hans and Cederwall, Hans and Dimming, Anna","2004","nov","728–739","Rosenberg_2004","article","10.1016/j.marpolbul.2004.05.013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fathers in hot water: rising sea temperatures and a Northeastern Atlantic pipefish baby boom","2","1744-957X","http://dx.doi.org/10.1098/rsbl.2006.0530","10.1098/rsbl.2006.0530","4","Biology Letters","The Royal Society","Kirby, Richard R and Johns, David G and Lindley, John A","2006","aug","597–600","Kirby_2006","article","10.1098/rsbl.2006.0530",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mixed fisheries management: protecting the weakest link","479","1616-1599","http://dx.doi.org/10.3354/meps10203","10.3354/meps10203",NA,"Marine Ecology Progress Series","Inter-Research Science Center","Batsleer, J and Poos, JJ and Marchal, P and Vermard, Y and Rijnsdorp, AD","2013","apr","177–190","Batsleer_2013","article","10.3354/meps10203",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Untersuchungen über die Verbreitung der Heringslarven im Englischen Kanal und der südlichen Nordsee im Januar 1959","7","1438-3888","http://dx.doi.org/10.1007/BF01613236","10.1007/bf01613236","2","Helgoländer Wissenschaftliche Meeresuntersuchungen","Springer Science and Business Media LLC","Hempel, Gotthilf","1960","feb","72–79","Hempel_1960","article","10.1007/BF01613236",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wave energy on the Belgian Continental Shelf",NA,NA,"http://dx.doi.org/10.1109/oceanse.2007.4302228","10.1109/oceanse.2007.4302228",NA,NA,"IEEE","Beels, C. and De Rouck, J. and Verhaeghe, H. and Geeraerts, J. and Dumon, G.","2007","jun",NA,"Beels_2007","inproceedings","10.1109/oceanse.2007.4302228",NA,NA,"OCEANS 2007 - Europe",NA,NA,NA,NA,NA,NA
"Theoretical basis for predicting climate-induced abrupt shifts in the oceans","370","1471-2970","http://dx.doi.org/10.1098/rstb.2013.0264","10.1098/rstb.2013.0264","1659","Philosophical Transactions of the Royal Society B: Biological Sciences","The Royal Society","Beaugrand, Gregory","2015","jan","20130264","Beaugrand_2015","article","10.1098/rstb.2013.0264",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Impact of climate and hydrology on juvenile fish recruitment towards estuarine nursery grounds in the context of climate change","85","0272-7714","http://dx.doi.org/10.1016/j.ecss.2009.09.013","10.1016/j.ecss.2009.09.013","3","Estuarine, Coastal and Shelf Science","Elsevier BV","Vinagre, Catarina and Santos, Filipe Duarte and Cabral, Henrique Nogueira and Costa, Maria José","2009","nov","479–486","Vinagre_2009","article","10.1016/j.ecss.2009.09.013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Relationships between habitat conditions, larval traits, and juvenile performance in a marine invertebrate","91","1939-9170","http://dx.doi.org/10.1890/09-1028.1","10.1890/09-1028.1","5","Ecology","Wiley","Giménez, Luis","2010","may","1401–1413","Gim_nez_2010","article","10.1890/09-1028.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Release of polyester and cotton fibers from textiles in machine washings","24","1614-7499","http://dx.doi.org/10.1007/s11356-017-9621-1","10.1007/s11356-017-9621-1","23","Environmental Science and Pollution Research","Springer Science and Business Media LLC","Sillanpää, Markus and Sainio, Pirjo","2017","jul","19313–19321","Sillanp__2017","article","10.1007/s11356-017-9621-1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"A sediment trap and radioisotope study to determine resuspension of particle reactive substances in the sound between Sweden and Denmark","26","0278-4343","http://dx.doi.org/10.1016/j.csr.2006.01.001","10.1016/j.csr.2006.01.001","4","Continental Shelf Research","Elsevier BV","Roos, Per and Valeur, Jens R.","2006","mar","474–487","Roos_2006","article","10.1016/j.csr.2006.01.001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Climate change signal and uncertainty in projections of ocean wave heights","26","1432-0894","http://dx.doi.org/10.1007/s00382-005-0080-x","10.1007/s00382-005-0080-x","2–3","Climate Dynamics","Springer Science and Business Media LLC","Wang, Xiaolan L. and Swail, Val R.","2005","nov","109–126","Wang_2005","article","10.1007/s00382-005-0080-x",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biology of extinction risk in marine fishes","272","1471-2954","http://dx.doi.org/10.1098/rspb.2005.3281","10.1098/rspb.2005.3281","1579","Proceedings of the Royal Society B: Biological Sciences","The Royal Society","Reynolds, John D and Dulvy, Nicholas K and Goodwin, Nicholas B and Hutchings, Jeffrey A","2005","sep","2337–2344","Reynolds_2005","article","10.1098/rspb.2005.3281",NA,NA,NA,NA,NA,NA,NA,NA,NA
