...1,pdf_name,title,year,Article ID,Article_URL,Include,Exclusion criteria,Other exclusion criteria,Paper type,Anthropogenic driver(s),Precision_of_the driver(s),"Precision of the driver(s) if """"other""""",Analyzed impact(s),"Analyzed impact(s) if """"other""""",Nature of the study population,"Nature of the population if """"other""""",Organizational level,ICES major location,ICES_medium_location(s),Habitat_type(s),"Habitat type if """"other""""",Main_methodology,Spatial dimension,Temporal dimension,Solution_investigated,Comment
4321,11578188,"Herring gulls feeding on a recent invader in the Wadden Sea, Ensis directus",2000,14885184,https://sysrev.com/p/99278/article/14885184,TRUE,NA,NA,Primary_research_article,Biological_invasion,Non_native_species_introduction,NA,Change_trophic_functioning,NA,Seabirds,NA,Individual,IVc,6,Not_specified,NA,Field_observations_measurement,FALSE,FALSE,Not_tested,NA
4322,11578201,Sea-level change and free gas occurrence influencing a submarine landslide and pockmark formation and distribution in deepwater Nigeria,2013,14882800,https://sysrev.com/p/99278/article/14882800,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4323,11578204,Trace metals in suspended matter from the Rhine/Meuse estuary,1992,14882366,https://sysrev.com/p/99278/article/14882366,TRUE,NA,NA,Primary_research_article,Pollution,Metal_substances,NA,Change_chemical_water_properties,NA,Chemical,NA,Not_applicable,IVc,6,Estuary,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
4324,11578214,Ranking the ecological relative status of exploited marine ecosystems,2009,14885402,https://sysrev.com/p/99278/article/14885402,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Multiple,NA,Fish,NA,Community,Not_specified,Not_specified,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
4325,11578219,Marine debris ingestion and human impacts on the Pygmy sperm whale (Kogia breviceps) in southern Brazil,2020,14881907,https://sysrev.com/p/99278/article/14881907,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4326,11578221,Fishing power increases from technological development in the Faroe Islands longline fishery,2011,14883465,https://sysrev.com/p/99278/article/14883465,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4327,11578223,Recognition of Early Eocene global carbon isotope excursions using lipids of marine Thaumarchaeota,2013,14885447,https://sysrev.com/p/99278/article/14885447,FALSE,Not_right_time_period,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4328,11578232,Simulated Lunar Testing of Metabolic heat regenerated Temperature Swing Adsorption,2012,14881583,https://sysrev.com/p/99278/article/14881583,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4329,11578244,Polymer types ingested by northern fulmars (Fulmarus glacialis) and southern hemisphere relatives,2020,14885962,https://sysrev.com/p/99278/article/14885962,TRUE,NA,NA,Primary_research_article,Pollution,Plastic_litter,NA,Plastic_ingestion,NA,Seabirds,NA,Individual,IVc,6,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
4330,11578250,Dynamics of a Limecola (Macoma) balthica population in a tidal flat area in the western Wadden Sea: effects of declining survival and recruitment,2017,14881591,https://sysrev.com/p/99278/article/14881591,TRUE,NA,NA,Primary_research_article,Climate_change,Temperature,NA,Change_biomass_abundance|||Change_life_history_traits,NA,Benthos,NA,Population,IVc,6,Intertidal,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
4331,11578253,Jurassic sedimentation in the Cleveland Basin: a review,2010,14880986,https://sysrev.com/p/99278/article/14880986,FALSE,Not_right_time_period,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4332,11578269,Demersal trawling waste as a food source for Western Mediterranean seabirds during the summer,2002,14882851,https://sysrev.com/p/99278/article/14882851,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4333,11578275,Is size-dependent pricing prevalent in fisheries? The case of Norwegian demersal and pelagic fisheries,2013,14882634,https://sysrev.com/p/99278/article/14882634,FALSE,Not_good_populations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4334,11578283,Framing and Training to Induce Preference Learning in Choice Experiments,2010,14886068,https://sysrev.com/p/99278/article/14886068,FALSE,Non_anthropogenic_driver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4335,11578285,Diet overlap among flatfish species in the southern North Sea,2012,14884885,https://sysrev.com/p/99278/article/14884885,FALSE,Non_anthropogenic_driver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,main focus is not climate change nor fishing pressure
4336,11578287,Nutrient cycling and foodwebs in Dutch estuaries,1993,14881972,https://sysrev.com/p/99278/article/14881972,TRUE,NA,NA,Review,Pollution,Nutrient_input_N_P,NA,Change_biomass_abundance|||Change_chemical_water_properties|||Change_biogeochemical_fluxes,NA,Phytoplankton|||Fish|||Seabirds|||Chemical|||Macropthytes|||Benthos,NA,Population,IVc,6,Estuary|||Lagoon|||Intertidal,NA,Review,TRUE,TRUE,Not_tested,NA
4337,11578289,Saltmarshes in a time of change,2002,14883044,https://sysrev.com/p/99278/article/14883044,TRUE,NA,NA,Review,Biological_invasion|||Climate_change|||Pollution|||Sea_use_change,Non_native_species_introduction|||Temperature|||Sea_level_rise|||Nutrient_input_N_P|||Oils_hydrocarbons_related|||Chemical_hazardous_substances|||Coastal_development,NA,Change_biomass_abundance|||Degradation_habitat_loss,NA,Macropthytes,NA,Ecosystem,Not_specified,Not_specified,Saltmarsh,NA,Review,TRUE,TRUE,Management,NA
4338,11578297,Organochlorine contaminants in Caspian and harbour seal blubber,1999,14884382,https://sysrev.com/p/99278/article/14884382,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_contamination_level,NA,Marine_mammals,NA,Individual,IVa|||IVc,1|||5,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
4339,11578333,Modelling intertidal sediment transport for nutrient change and climate change scenarios,2003,14882244,https://sysrev.com/p/99278/article/14882244,TRUE,NA,NA,Primary_research_article,Climate_change|||Pollution,Nutrient_input_N_P|||Other,climate_change_scenario,Change_biogeochemical_fluxes|||Change_chemical_sediment_properties,NA,Chemical,NA,Not_applicable,IVb|||IVc,4|||5,Not_specified,NA,Modelling,TRUE,TRUE,Not_tested,NA
4340,11578336,Weak genetic structure despite strong genomic signal in lesser sandeel in the North Sea,2019,14881161,https://sysrev.com/p/99278/article/14881161,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_genetic,NA,Fish,NA,Population,IVb,2|||3|||4|||5|||6|||7,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
4341,11578343,New climate change scenarios for the Netherlands,2007,14885505,https://sysrev.com/p/99278/article/14885505,TRUE,NA,NA,Primary_research_article,Climate_change,Other,climate_change_scenario,Multiple,NA,Physical,NA,Not_applicable,Not_specified,Not_specified,Not_specified,NA,Modelling,FALSE,TRUE,Not_tested,NA
4342,11578347,"Natürlicher gehalt und anthropogene anreicherung von Schwermetallen in den Sedimenten von Elbe, Eider, Trave und Schwentine",1981,14881154,https://sysrev.com/p/99278/article/14881154,TRUE,NA,NA,Primary_research_article,Pollution,Metal_substances,NA,Change_chemical_sediment_properties,NA,Chemical,NA,Not_applicable,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
4343,11578368,The limits to good governance and the state of exception: A case study of North Sea fisheries,2010,14883804,https://sysrev.com/p/99278/article/14883804,FALSE,Governance_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4344,11578377,Austausch von Schwermetallen an der Grenzfläche Wasser/Sediment in Gewässern und Baggergutdeponien,1987,14884997,https://sysrev.com/p/99278/article/14884997,TRUE,NA,NA,Review,Pollution,Metal_substances,NA,Change_chemical_water_properties,NA,Chemical,NA,Not_applicable,IVb|||IVc,6,Not_specified,NA,Review,TRUE,FALSE,Not_tested,NA
4345,11578378,The brown gold: a reappraisal of medieval peat marshes in Northern Flanders (Belgium),2011,14885368,https://sysrev.com/p/99278/article/14885368,FALSE,Not_right_time_period,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4346,11578380,Reproductive isolation in Chara aspera populations,2009,14882560,https://sysrev.com/p/99278/article/14882560,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4347,11578382,Clam dredging effects and subsequent recovery of benthic communities at different depth ranges,2009,14881162,https://sysrev.com/p/99278/article/14881162,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4348,12027005,"Assessment of past, present and future health-cost externalities of air pollution in Europe and the contribution from international ship traffic using the EVA model system",2013,14885384,https://sysrev.com/p/99278/article/14885384,FALSE,Not_good_populations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4349,12027007,"Complex cementation textures and authigenic mineral assemblages in Recent concretions from the Lincolnshire Wash (east coast, UK) driven by Fe(0) to Fe(II) oxidation",1995,14883421,https://sysrev.com/p/99278/article/14883421,TRUE,NA,NA,Primary_research_article,Pollution,Metal_substances,NA,Degradation_habitat_loss,NA,Physical,NA,Not_applicable,IVc,5,Not_specified,NA,Field_observations_measurement,FALSE,FALSE,Not_tested,NA
4350,12027011,Accelerated ST-Segment Reduction after Thrombolytic Therapy with Recombinant Tissue Plasminogen Activator (rtPA) Compared to Urokinase.,1996,14885507,https://sysrev.com/p/99278/article/14885507,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4351,12027014,Vulnerability of artisanal fisheries to climate change in the Venice Lagoona,2013,14881651,https://sysrev.com/p/99278/article/14881651,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4352,12027015,An estimate of the sustainable rate of shell extraction from the Dutch Wadden Sea,1999,14882066,https://sysrev.com/p/99278/article/14882066,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance,NA,Benthos,NA,Population,IVc,6,Not_specified,NA,Field_observations_measurement,FALSE,TRUE,Not_tested,NA
4353,12027019,Zoobenthic diversity-gradients in the Baltic Sea: Continuous post-glacial succession in a stressed ecosystem,2006,14882575,https://sysrev.com/p/99278/article/14882575,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4354,12027037,Introduced marine species of the North Sea coasts,1998,14881672,https://sysrev.com/p/99278/article/14881672,TRUE,NA,NA,Review,Biological_invasion,Non_native_species_introduction,NA,Multiple,NA,Phytoplankton|||Zooplankton|||Macropthytes|||Benthos,NA,Community,Not_specified,Not_specified,Not_specified,NA,Review,FALSE,TRUE,Not_tested,NA
4355,12027053,The importance of underwater sounds to gadoid fishes,2019,14881138,https://sysrev.com/p/99278/article/14881138,TRUE,NA,NA,Review,Sea_use_change,Other,Noise,Multiple,NA,Fish,NA,Population,Not_specified,Not_specified,Not_specified,NA,Review,FALSE,FALSE,Not_tested,NA
4356,12027056,Levels and pattern of chlorophenols in water of the Weser Estuary and the German Bight,1978,14882310,https://sysrev.com/p/99278/article/14882310,TRUE,NA,NA,Primary_research_article,Pollution,Chemical_hazardous_substances,NA,Change_chemical_water_properties,NA,Chemical,NA,Not_applicable,IVb,6,Estuary,NA,Field_observations_measurement,FALSE,FALSE,Not_tested,NA
4357,12027075,Spatially resolved fish population analysis for designing MPAs: influence on inside and neighbouring habitats,2008,14883302,https://sysrev.com/p/99278/article/14883302,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_life_history_traits|||Change_biomass_abundance,NA,Fish,NA,Population,IVb,2|||4|||5|||6,Not_specified,NA,Modelling,TRUE,TRUE,Management,NA
4358,12027099,Simulation of the dynamics and composition of secondary and marine inorganic aerosols in the coastal atmosphere,1999,14882600,https://sysrev.com/p/99278/article/14882600,FALSE,Not_good_populations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4359,12027102,Reactive power management in an offshore AC network having multiple voltage source converters,2017,14886593,https://sysrev.com/p/99278/article/14886593,FALSE,Not_good_populations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4360,12027104,The impact of climate change on storm surges over Irish waters,2008,14884124,https://sysrev.com/p/99278/article/14884124,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4361,12027110,Evaluating fishery impacts using metrics of community structure,2000,14882698,https://sysrev.com/p/99278/article/14882698,FALSE,Other,methodological_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4362,12027111,Sources and sediment associations of heavy metals in polluted coastal regions,1979,14884037,https://sysrev.com/p/99278/article/14884037,TRUE,NA,NA,Primary_research_article|||Review,Pollution,Metal_substances,NA,Change_chemical_sediment_properties,NA,Chemical,NA,Not_applicable,IVb,6,Estuary|||Not_specified,NA,Field_observations_measurement|||Review,TRUE,FALSE,Not_tested,NA
4363,12027136,"The distribution and composition of hydrocarbons in sediments from the Fladen Ground, North Sea, an area of oil production",2006,14884210,https://sysrev.com/p/99278/article/14884210,TRUE,NA,NA,Primary_research_article,Pollution,Oils_hydrocarbons_related,NA,Change_chemical_sediment_properties,NA,Chemical,NA,Not_applicable,IVa,1,Not_specified,NA,Field_observations_measurement,FALSE,FALSE,Not_tested,NA
4364,12027143,International Management of North-Sea Herring,2004,14883476,https://sysrev.com/p/99278/article/14883476,FALSE,Governance_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4365,12027146,"10,000 years of vegetation history of the Aa palaeoestuary, St-Omer Basin, northern France",2009,14886636,https://sysrev.com/p/99278/article/14886636,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4366,12027148,Assessing energy business cases implemented in the North Sea Region and strategy recommendations,2016,14881736,https://sysrev.com/p/99278/article/14881736,FALSE,Governance_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4367,12027153,Alien parasitic copepods in mussels and oysters of the Wadden Sea,2010,14882775,https://sysrev.com/p/99278/article/14882775,TRUE,NA,NA,Primary_research_article,Biological_invasion,Non_native_species_introduction,NA,Change_trophic_functioning|||Other,Parasitism,Bacteria_other_microorganisms|||Benthos,NA,Individual,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
4368,12027156,Eutrophication of the Dutch Wadden Sea: External nutrient loadings of the Marsdiep and Vliestroom basin,1989,14886100,https://sysrev.com/p/99278/article/14886100,TRUE,NA,NA,Primary_research_article,Pollution,Nutrient_input_N_P,NA,Change_chemical_water_properties,NA,Chemical,NA,Not_applicable,IVc,6,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
4369,12027158,"Historical population size of the harbour seal, Phoca vitulina, in the Delta area, SW Netherlands",1994,14881608,https://sysrev.com/p/99278/article/14881608,TRUE,NA,NA,Primary_research_article,Direct_exploitation|||Sea_use_change,Other_fishing|||Coastal_development,hunting,Change_biomass_abundance,NA,Marine_mammals,NA,Population,IVc,6,Not_specified,NA,Field_observations_measurement,FALSE,TRUE,Not_tested,NA
4370,12027179,Spawning grounds of Atlantic cod (Gadus morhua) in the North Sea,2015,14881802,https://sysrev.com/p/99278/article/14881802,FALSE,Non_anthropogenic_driver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4371,12027183,Cod origins,2001,14886686,https://sysrev.com/p/99278/article/14886686,FALSE,Abstract_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4372,12027184,The feasibility of offshore aquaculture and its potential for multi-use in the North Sea,2016,14884814,https://sysrev.com/p/99278/article/14884814,FALSE,Governance_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4373,12027191,Evaluating the coastal environment for marine birds,2002,14886481,https://sysrev.com/p/99278/article/14886481,TRUE,NA,NA,Primary_research_article,Pollution,Oils_hydrocarbons_related,NA,Change_trophic_functioning,NA,Seabirds,NA,Population,IVb,3,Not_specified,NA,Modelling,TRUE,FALSE,Not_tested,NA
4374,12027201,FerryBox - Application of continuous water quality observations along transects in the North Sea,2011,14881628,https://sysrev.com/p/99278/article/14881628,FALSE,Non_anthropogenic_driver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4375,12027207,Mortality in megafaunal benthic populations caused by trawl fisheries on the Dutch continental shelf in the North Sea in 1994,2000,14884173,https://sysrev.com/p/99278/article/14884173,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Destructive_fisheries_seabed,NA,Incidental_mortality,NA,Benthos,NA,Individual,IVc,6,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
4376,12027221,Transfer of marine organisms: a challenge to the conservation of coastal biocoenoses,2001,14884188,https://sysrev.com/p/99278/article/14884188,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4377,12027224,Relationships between the bivalves Mytilus edulis L. and Cerastoderma edule (L.) in a soft bottom environment: an example of interaction at small spatial scale,1996,14885405,https://sysrev.com/p/99278/article/14885405,FALSE,Non_anthropogenic_driver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4378,12027244,Revenue-based capacity utilisation measures and decomposition: The case of Danish North Sea trawlers,2007,14885071,https://sysrev.com/p/99278/article/14885071,FALSE,Not_good_populations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4379,12027247,Litter pollution from ships in the German Bight,1987,14881242,https://sysrev.com/p/99278/article/14881242,TRUE,NA,NA,Primary_research_article,Pollution,Plastic_litter|||Other_litter,NA,Quantification_driver,NA,Chemical,NA,Not_applicable,IVb,6,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
4380,12027276,Weighting of acoustic- and trawl-survey indices for the assessment of North Sea herring,2003,14882026,https://sysrev.com/p/99278/article/14882026,FALSE,Not_good_populations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4381,12027279,The benthic infauna of the North Sea: species distribution and assemblages,1992,14883735,https://sysrev.com/p/99278/article/14883735,FALSE,Non_anthropogenic_driver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4382,12027282,Long-term change in the copepod community in the southern German Bight,2015,14881753,https://sysrev.com/p/99278/article/14881753,TRUE,NA,NA,Primary_research_article,Pollution|||Climate_change,Nutrient_input_N_P|||Temperature,NA,Change_biomass_abundance|||Change_diversity,NA,Zooplankton,NA,Community,IVb,6,Not_specified,NA,Field_observations_measurement,FALSE,TRUE,Not_tested,NA
4383,12027294,The contribution of cephalopods to global marine fisheries: can we have our squid and eat them too?,2010,14882214,https://sysrev.com/p/99278/article/14882214,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance,NA,Cephalopods,NA,Community,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Management,NA
4384,12027303,Indirect effects of bottom fishing on the productivity of marine fish,2016,14883156,https://sysrev.com/p/99278/article/14883156,TRUE,NA,NA,Review,Direct_exploitation,Destructive_fisheries_seabed,NA,Change_life_history_traits,NA,Fish,NA,Population,Not_specified,Not_specified,Not_specified,NA,Modelling|||Review,TRUE,TRUE,Not_tested,NA
4385,12027305,Assessment and monitoring of ecosystem health in the sea: A description of the Swedish monitoring system for coastal marine areas,2001,14884825,https://sysrev.com/p/99278/article/14884825,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4386,12027306,Survival of Salmonella on raw poultry exposed to 10% lemon juice and vinegar washes,2018,14886502,https://sysrev.com/p/99278/article/14886502,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4387,12027309,Can bycatch reduction devices be implemented successfully on prawn trawlers in the Western Indian Ocean?,2007,14880936,https://sysrev.com/p/99278/article/14880936,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4388,12027316,Dynamic changes in seagrass assemblages under eutrophication and implications for recovery,2004,14884096,https://sysrev.com/p/99278/article/14884096,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4389,12027321,Do microplastics affect marine ecosystem productivity?,2018,14882916,https://sysrev.com/p/99278/article/14882916,TRUE,NA,NA,Primary_research_article,Pollution,Plastic_litter,NA,Change_life_history_traits|||Plastic_ingestion,NA,Phytoplankton|||Zooplankton,NA,Community,IVb|||IVc,2|||3|||4|||5|||6|||7,Not_specified,NA,Modelling,TRUE,FALSE,Not_tested,NA
4390,12027331,Fish otoliths from the Rupelian (Early Oligocene) of Bad Freienwalde (NE Germany),2015,14882556,https://sysrev.com/p/99278/article/14882556,FALSE,Not_right_time_period,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4391,12027337,Impact of wind energy support schemes on the development of an offshore grid in the North Sea,2014,14880933,https://sysrev.com/p/99278/article/14880933,FALSE,Governance_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4392,12027338,"Harvest selection, genetic correlations, and evolutionary changes in recruitment: one less thing to worry about?",2005,14883408,https://sysrev.com/p/99278/article/14883408,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4393,12027339,The Status of Seabirds in Britain and Ireland,1993,14883229,https://sysrev.com/p/99278/article/14883229,FALSE,Abstract_only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4394,12027346,"Comparison of two periods of North Sea herring stock management: success, failure, and monetary value",2007,14886621,https://sysrev.com/p/99278/article/14886621,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_biomass_abundance,NA,Fish,NA,Population,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Review,FALSE,TRUE,Management,NA
4395,12027360,CO2 underground storage for Snøhvit gas field development,2004,14881846,https://sysrev.com/p/99278/article/14881846,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4396,12027371,"Inverse estimates of anthropogenic CO2 uptake, transport, and storage by the ocean",2006,14886119,https://sysrev.com/p/99278/article/14886119,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4397,12027397,Comparative studies on the distribution of heavy metals in the oceans and coastal waters,1982,14883995,https://sysrev.com/p/99278/article/14883995,TRUE,NA,NA,Primary_research_article,Pollution,Metal_substances,NA,Change_chemical_water_properties,NA,Chemical,NA,Not_applicable,IVb|||IVc,6,Not_specified,NA,Field_observations_measurement,TRUE,FALSE,Not_tested,NA
4398,12027402,Comparing rates of contemporary evolution in life-history traits for exploited fish stocks,2012,14886438,https://sysrev.com/p/99278/article/14886438,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Change_life_history_traits|||Change_genetic,NA,Fish,NA,Community,whole_North_Sea,Whole_North_Sea,Not_specified,NA,Field_observations_measurement,TRUE,TRUE,Not_tested,NA
4399,12027409,Anthropogenic Vanadium emissions to air and ambient air concentrations in North-West Europe,2013,14882981,https://sysrev.com/p/99278/article/14882981,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4400,12027411,Vicariance in a generalist fish parasite driven by climate and salinity tolerance of hosts,2020,14885678,https://sysrev.com/p/99278/article/14885678,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4401,12027413,Assessment and speciation of chlorine demand in fresh-cut produce wash water,2016,14883173,https://sysrev.com/p/99278/article/14883173,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4402,12027415,The arms race between fishers,2008,14885854,https://sysrev.com/p/99278/article/14885854,TRUE,NA,NA,Primary_research_article,Direct_exploitation,Fishing_exploitation,NA,Quantification_driver,NA,Not_applicable,NA,Not_applicable,IVb|||IVc,2|||3|||4|||5|||6|||7,Not_specified,NA,Field_observations_measurement,FALSE,TRUE,Not_tested,NA
4403,12027425,Using Technology as a Lever to Reduce Seismic and Environmental Interference,2013,14882958,https://sysrev.com/p/99278/article/14882958,FALSE,Not_good_populations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4404,12027466,Oligocene climate changes controlling forced regression in the eastern North Sea,2012,14883038,https://sysrev.com/p/99278/article/14883038,FALSE,Not_right_time_period,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
4405,12027469,Basiswerte fossiler Kohlenwasserstoffe im Nordost-Atlantik,1991,14883883,https://sysrev.com/p/99278/article/14883883,FALSE,Not_North_Sea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not_specified,NA,NA,NA,NA,Not_tested,NA
